"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","Y1","Y2","Y3"
"306449",936011,2,2020,6,NA,4,2,2,54,4,4,NA,NA,3,2,2,1,NA,0,0,7,3,NA,1,NA,0,6,1,1966,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,1966,2,"936011_2",8294,"B",-9.02623289283069,-6.54138038749418,-6.56340073409264
"306450",936011,3,2020,6,NA,4,3,1,21,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,6,1,1999,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,1999,3,"936011_3",8295,"B",6.79289433758042,1.21678805728841,1.19514784400752
"306451",936011,4,2020,6,NA,4,3,1,18,1,3,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,6,1,2002,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,2002,4,"936011_4",8296,"B",-4.6147768249759,-5.92882015699154,-5.91652537551197
"306452",936017,1,2020,6,NA,4,1,1,63,4,6,2,NA,2,0,2,1,6,1,1,5,3,8,1,NA,0,6,1,1957,NA,9,1,1.8,1,1,2,2,3,NA,70,NA,5,NA,1957,1,"936017_1",8297,"B",3.71648049327051,-1.46292112982678,-1.50266443269705
"306453",936017,2,2020,6,NA,4,2,2,45,3,5,2,NA,2,0,2,1,6,0,0,5,3,8,1,NA,0,6,1,1975,NA,9,0,1.8,1,1,2,2,3,NA,NA,NA,5,NA,1975,2,"936017_2",8298,"B",-3.87441059770293,-5.77177677733701,-5.749433674666
"306454",936017,3,2020,6,NA,4,3,2,8,1,1,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,6,1,2012,NA,NA,0,1.8,0,0,2,2,3,NA,NA,NA,10,NA,2012,3,"936017_3",8299,"B",-12.8645608846017,-7.16857893903943,-7.15589368560769
"306455",936029,1,2020,6,NA,4,1,2,53,4,5,2,NA,2,0,2,1,6,1,1,5,3,7,1,NA,0,5,1,1967,NA,7,0,2.5,1,1,2,2,4,NA,65,NA,5,NA,1967,1,"936029_1",8300,"B",-2.75346778323926,-5.41550431954979,-5.4128233423365
"306456",936029,2,2020,6,NA,4,2,1,54,4,5,2,NA,2,0,2,1,6,0,0,5,3,7,1,NA,0,6,1,1966,NA,7,1,2.5,1,1,2,2,4,NA,NA,NA,5,NA,1966,2,"936029_2",8301,"B",4.63670151913393,-0.64039411177104,-0.687800610985053
"306457",936029,3,2020,6,NA,4,3,1,20,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,6,1,2000,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2000,3,"936029_3",8302,"B",-1.59883348941321,-4.98757205246648,-5.00635490160166
"306458",936029,4,2020,6,NA,4,3,2,18,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,6,1,2002,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2002,4,"936029_4",8303,"B",3.63635401071391,-1.5301148690402,-1.57725963562094
"306459",936039,1,2020,6,NA,4,1,1,36,2,6,2,NA,2,0,2,1,6,1,1,5,3,8,1,NA,0,6,1,1984,NA,9,1,2.1,1,1,2,2,4,NA,70,NA,5,NA,1984,1,"936039_1",8304,"B",2.70339192063902,-2.36084275560697,-2.39428762596772
"306460",936039,2,2020,6,NA,4,2,2,38,2,6,2,NA,2,0,2,1,6,0,0,5,3,8,1,NA,0,6,1,1982,NA,9,0,2.1,1,1,2,2,4,NA,NA,NA,5,NA,1982,2,"936039_2",8305,"B",-16.3915921731049,-8.09569469660221,-8.092310780505
"306461",936039,3,2020,6,NA,4,3,1,5,1,1,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,6,1,2015,NA,NA,0,2.1,0,0,2,2,4,NA,NA,NA,10,NA,2015,3,"936039_3",8306,"B",-2.29066450048595,-5.27605218443741,-5.28179261394302
"306463",936048,1,2020,6,NA,4,1,2,82,5,3,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,NA,0,8,1,1938,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,1,1938,1,"936048_1",8307,"B",-1.09167953445078,-4.72467252139678,-4.74978493175181
"306464",936048,2,2020,6,NA,4,2,1,85,5,2,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,NA,NA,1935,NA,NA,1,1.5,1,0,2,0,2,1,NA,NA,10,1,1935,2,"936048_2",8308,"B",0.378840927569281,-3.89381358903117,-3.89826431821442
"306465",936049,1,2020,6,NA,4,1,2,73,5,4,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,NA,0,6,1,1947,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,5,1947,1,"936049_1",8309,"B",-0.260559202965051,-4.27295915079955,-4.29450287931308
"306466",936049,2,2020,6,NA,4,2,1,75,5,4,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,6,1,1945,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,20,1945,2,"936049_2",8310,"B",-15.7271551668479,-7.88609938619559,-7.8857363077383
"306467",936059,1,2020,6,NA,4,1,1,62,4,3,NA,NA,3,4,2,1,NA,1,1,7,3,NA,2,NA,0,6,1,1958,NA,NA,1,1.5,1,0,2,1,2,NA,NA,NA,10,1,1958,1,"936059_1",8311,"B",-18.521777857148,-9.12557592668757,-9.06575560665568
"306468",936059,2,2020,6,NA,4,4,1,58,4,3,2,NA,1,0,2,1,3,0,0,1,3,4,2,NA,0,6,1,1962,NA,4,0,1.5,1,1,2,1,2,NA,NA,NA,1,NA,1962,2,"936059_2",8312,"B",-20.3824185167387,-10.1693641095356,-10.1331754169224
"306469",936064,1,2020,6,NA,4,1,2,80,5,3,NA,NA,3,4,2,1,NA,1,1,7,3,NA,2,NA,0,6,1,1940,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1940,1,"936064_1",8313,"B",-2.18396813202135,-5.24446389441777,-5.24355222553514
"306470",936071,1,2020,6,NA,4,1,1,73,5,5,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,NA,0,5,1,1947,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,5,1947,1,"936071_1",8314,"B",4.5233735357564,-0.748824919527174,-0.756415009193338
"306471",936071,2,2020,6,NA,4,2,2,74,5,5,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,NA,NA,1946,NA,NA,0,1.5,1,0,2,0,2,1,NA,NA,10,3,1946,2,"936071_2",8315,"B",3.28335620851857,-1.88649060631927,-1.92441562654762
"306472",936093,1,2020,6,NA,4,1,2,48,3,6,2,NA,2,0,2,1,4,1,1,6,3,5,1,NA,0,6,1,1972,NA,5,1,2.5,1,1,2,2,4,NA,65,NA,8,NA,1972,1,"936093_1",8316,"B",-14.6402060650699,-7.50841883109143,-7.58204515793917
"306473",936093,2,2020,6,NA,4,2,1,47,3,6,2,NA,2,0,2,1,6,0,0,5,3,7,1,NA,0,5,1,1973,NA,7,0,2.5,1,1,2,2,4,NA,NA,NA,5,NA,1973,2,"936093_2",8317,"B",7.41129338612722,1.73639529740731,1.74287691846095
"306474",936093,3,2020,6,NA,4,3,1,18,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,6,1,2002,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2002,3,"936093_3",8318,"B",2.45983942454464,-2.55736786338582,-2.56220117761917
"306475",936093,4,2020,6,NA,4,3,2,16,1,3,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,6,1,2004,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2004,4,"936093_4",8319,"B",-5.97733603765459,-6.1291186238925,-6.13355596474293
"306476",936100,1,2020,6,NA,4,1,2,61,4,5,2,NA,2,0,2,1,6,1,1,5,3,8,1,NA,0,13,3,1959,NA,9,1,1.5,1,1,2,1,2,NA,68,NA,5,NA,1959,1,"936100_1",8320,"B",-1.19502995355232,-4.77901601215208,-4.82121877971688
"306477",936100,2,2020,6,NA,4,2,1,72,5,4,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,6,1,1948,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,2,1948,2,"936100_2",8321,"B",-9.70289384196525,-6.64430762279692,-6.64603550429029
"306478",936118,1,2020,6,NA,4,1,1,79,5,4,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,NA,0,6,1,1941,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,9,1941,1,"936118_1",8322,"B",-12.493652642873,-7.07739027698735,-7.07198461692812
"306479",936118,2,2020,6,NA,4,2,2,71,5,4,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,5,1,1949,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,9,1949,2,"936118_2",8323,"B",6.5869067855768,1.04002670627859,0.980134618247787
"306480",936133,1,2020,6,NA,4,1,1,66,5,4,2,NA,1,0,2,1,6,1,1,2,3,8,1,NA,0,6,1,1954,NA,9,0,2,1,1,3,3,3,NA,67,NA,2,NA,1954,1,"936133_1",8324,"B",1.62832188271276,-3.13350199831224,-3.13322467330981
"306481",936133,2,2020,6,NA,4,2,2,59,4,5,2,NA,2,0,2,1,6,0,0,5,3,8,1,NA,0,6,1,1961,NA,9,1,2,1,1,3,3,3,NA,NA,NA,5,NA,1961,2,"936133_2",8325,"B",8.1156238375308,2.3852370733367,2.31462232716961
"306482",936133,3,2020,6,NA,4,3,1,30,1,6,2,NA,1,0,2,1,6,0,0,2,3,8,2,NA,0,6,1,1990,NA,9,0,2,1,1,3,3,3,NA,NA,NA,2,NA,1990,3,"936133_3",8326,"B",-3.68457878436832,-5.72027662827199,-5.6915606523122
"306483",936150,1,2020,8,NA,2,1,1,71,5,3,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,NA,0,8,1,1949,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1949,1,"936150_1",8327,"B",0.976916742344347,-3.57286596841344,-3.56700277074459
"306484",936150,2,2020,8,NA,2,2,2,65,4,3,NA,NA,3,4,2,1,NA,0,0,7,1,NA,1,NA,0,5,1,1955,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,1,1955,2,"936150_2",8328,"B",5.83254027422237,0.325411780662928,0.257016642470212
"306485",936153,1,2020,8,NA,4,1,1,62,4,5,2,NA,2,0,2,1,5,1,1,5,3,6,1,NA,0,8,1,1958,NA,6,1,1.5,1,1,1,1,2,NA,70,NA,5,NA,1958,1,"936153_1",8329,"B",-8.24468957347067,-6.45274363392683,-6.45423074258388
"306486",936153,2,2020,8,NA,4,2,2,59,4,4,NA,NA,3,2,2,1,NA,0,0,7,3,NA,1,NA,0,8,1,1961,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1961,2,"936153_2",8330,"B",4.72854067772204,-0.556547099938117,-0.600756411307596
"306487",936161,1,2020,8,NA,4,1,1,68,5,4,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,NA,0,8,1,1952,NA,NA,1,1.5,1,0,2,1,2,NA,NA,NA,10,5,1952,1,"936161_1",8331,"B",-0.283698515882898,-4.29192477415468,-4.31671528950862
"306488",936161,2,2020,8,NA,4,2,2,62,4,4,2,NA,1,0,2,1,6,0,0,2,3,8,1,NA,0,8,1,1958,NA,8,0,1.5,1,1,2,1,2,NA,NA,NA,2,NA,1958,2,"936161_2",8332,"B",3.4301923965789,-1.7594753156974,-1.79624899521085
"306489",936227,1,2020,8,NA,4,1,2,82,5,2,NA,NA,3,2,2,1,NA,1,1,7,3,NA,4,NA,0,3,1,1938,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1938,1,"936227_1",8333,"B",-5.52342536127285,-6.05826413041084,-6.07512042663483
"306490",936237,1,2020,8,NA,4,1,1,70,5,5,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,NA,0,8,1,1950,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,5,1950,1,"936237_1",8334,"B",4.17031285895464,-1.07116831921277,-1.14113991683796
"306491",936237,2,2020,8,NA,4,2,2,69,5,3,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,8,1,1951,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,2,1951,2,"936237_2",8335,"B",6.29732471767084,0.76492038142698,0.691286256805461
"306492",936247,1,2020,8,NA,4,1,1,79,5,5,2,NA,2,0,2,1,6,1,1,5,3,7,1,NA,0,18,3,1941,NA,7,1,1.5,1,1,2,1,2,NA,65,NA,5,NA,1941,1,"936247_1",8336,"B",-6.63919175132919,-6.24449437174953,-6.23399206089092
"306493",936247,2,2020,8,NA,4,2,2,81,5,5,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,8,1,1939,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,3,1939,2,"936247_2",8337,"B",1.87308616275175,-2.95331871007,-2.99163532066933
"306494",936252,1,2020,8,NA,4,1,1,68,5,5,2,NA,2,0,2,1,6,1,1,5,3,8,1,NA,0,8,1,1952,NA,9,1,1.5,1,1,2,1,2,NA,65,NA,5,NA,1952,1,"936252_1",8338,"B",1.06274021445905,-3.50695256275759,-3.50100247674301
"306495",936252,2,2020,8,NA,4,2,2,64,4,4,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,8,1,1956,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,8,1956,2,"936252_2",8339,"B",-4.55229884019715,-5.91827972528256,-5.90617983712165
"306496",936253,1,2020,8,NA,4,1,1,70,5,5,2,NA,2,0,2,1,6,1,1,5,3,8,1,NA,0,8,1,1950,NA,9,1,2,1,1,2,2,3,NA,68,NA,5,NA,1950,1,"936253_1",8340,"B",1.11829784756023,-3.4690166165919,-3.46149760740949
"306497",936253,2,2020,8,NA,4,2,2,67,5,4,NA,NA,3,2,2,1,NA,0,0,7,3,NA,1,NA,0,NA,NA,1953,NA,NA,0,2,0,0,2,2,3,2,NA,NA,10,NA,1953,2,"936253_2",8341,"B",3.68817994511325,-1.47766015729506,-1.52413466457443
"306498",936253,3,2020,8,NA,4,3,1,45,3,5,2,NA,2,0,2,1,6,0,0,5,3,8,1,NA,0,8,1,1975,NA,8,0,2,1,1,2,2,3,NA,NA,NA,5,NA,1975,3,"936253_3",8342,"B",-10.769978470534,-6.75774962910936,-6.77165416996204
"306499",936268,1,2020,8,NA,4,1,1,73,5,6,2,NA,2,0,2,1,6,1,1,5,3,8,1,NA,0,9,2,1947,NA,9,1,1.5,1,1,2,1,2,NA,70,NA,5,NA,1947,1,"936268_1",8343,"B",0.231005065755458,-4.01045266127728,-4.0083252667026
"306500",936268,2,2020,8,NA,4,2,2,70,5,4,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,NA,0,8,1,1950,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,2,1950,2,"936268_2",8344,"B",-1.75050652705806,-5.05424533930486,-5.06980125076463
"306501",936272,1,2020,8,NA,4,1,1,56,4,3,2,NA,2,0,2,1,5,1,1,5,3,6,1,NA,0,8,1,1964,NA,6,1,2,1,1,2,2,3,NA,68,NA,5,NA,1964,1,"936272_1",8345,"B",-1.30163524547451,-4.82776941151005,-4.87789492151384
"306502",936272,2,2020,8,NA,4,2,2,52,4,5,2,NA,1,0,2,1,3,0,0,2,3,4,1,NA,0,NA,NA,1968,NA,4,0,2,1,1,2,2,3,2,NA,NA,2,NA,1968,2,"936272_2",8346,"B",1.09575351220025,-3.48693818255836,-3.47523064126842
"306503",936272,3,2020,8,NA,4,3,1,17,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2003,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,2003,3,"936272_3",8347,"B",0.334536090884704,-3.92933116370066,-3.94307252974597
"306504",936278,1,2020,8,NA,4,1,1,59,4,5,2,NA,2,0,2,1,5,1,1,5,3,6,1,NA,0,10,2,1961,NA,6,1,2,1,1,2,2,3,NA,65,NA,5,NA,1961,1,"936278_1",8348,"B",5.91024999142756,0.371749024383408,0.331458474642289
"306505",936278,2,2020,8,NA,4,2,2,58,4,4,2,NA,1,0,2,1,5,0,0,2,3,6,1,NA,0,9,2,1962,NA,6,0,2,1,1,2,2,3,NA,NA,NA,2,NA,1962,2,"936278_2",8349,"B",0.747683388943569,-3.71379767629122,-3.68767513578198
"306506",936278,3,2020,8,NA,4,3,2,20,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2000,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,2000,3,"936278_3",8350,"B",-3.26869339952444,-5.60138800540423,-5.58863162128042
"306507",936289,1,2020,8,NA,4,1,1,51,4,5,2,NA,2,0,2,1,6,1,1,5,3,7,3,NA,0,8,1,1969,NA,7,1,2.5,1,1,1,1,4,NA,65,NA,5,NA,1969,1,"936289_1",8351,"B",-2.22477927525408,-5.25666685449133,-5.25712708467684
"306508",936289,2,2020,8,NA,4,3,2,19,1,4,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2001,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,2001,2,"936289_2",8352,"B",5.26697080623712,-0.113696373804479,-0.117418731444046
"306509",936289,3,2020,8,NA,4,4,1,16,1,3,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2004,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,2004,3,"936289_3",8353,"B",-1.80121885079291,-5.0832076060535,-5.10411323278169
"306510",936289,4,2020,8,NA,4,3,1,16,1,3,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2004,NA,NA,0,2.5,0,0,1,1,4,NA,NA,NA,10,NA,2004,4,"936289_4",8354,"B",-2.80256923272185,-5.430504344262,-5.42700749431515
"306511",936316,1,2020,8,NA,4,1,2,45,3,5,NA,NA,3,2,2,1,NA,1,0,7,3,NA,2,NA,0,3,1,1975,NA,NA,0,1.8,0,0,1,1,3,NA,NA,NA,10,NA,1975,1,"936316_1",8355,"B",-14.6819804048566,-7.52925415708536,-7.60515642618263
"306512",936316,2,2020,8,NA,4,2,1,53,4,4,2,NA,1,0,2,1,5,0,1,3,3,6,2,NA,0,8,1,1967,NA,6,1,1.8,1,1,1,1,3,NA,NA,NA,3,NA,1967,2,"936316_2",8356,"B",-4.47927924578429,-5.90795946382542,-5.8926035171723
"306513",936316,3,2020,8,NA,4,3,1,5,1,1,NA,NA,3,7,2,1,NA,0,0,7,3,NA,2,NA,0,3,1,2015,NA,NA,0,1.8,0,0,1,1,3,NA,NA,NA,10,NA,2015,3,"936316_3",8357,"B",-17.9955673124914,-8.82803953263227,-8.77708433246557
"306514",936359,1,2020,8,NA,4,1,1,63,4,5,2,NA,2,0,2,1,6,1,1,5,3,7,1,NA,0,8,1,1957,NA,7,1,2,1,1,3,3,3,NA,68,NA,5,NA,1957,1,"936359_1",8358,"B",-20.177261403062,-10.0341781227004,-10.0061174707847
"306515",936359,2,2020,8,NA,4,2,2,62,4,5,2,NA,2,0,2,1,2,0,0,6,3,3,1,NA,0,8,1,1958,NA,3,0,2,1,1,3,3,3,NA,65,NA,8,NA,1958,2,"936359_2",8359,"B",6.42697621988145,0.901005085321934,0.811683860121256
"306516",936359,3,2020,8,NA,4,3,1,28,1,5,2,NA,2,0,2,1,6,0,0,5,3,7,2,NA,0,8,1,1992,NA,7,0,2,1,1,3,3,3,NA,NA,NA,5,NA,1992,3,"936359_3",8360,"B",0.315549065300796,-3.93831636470363,-3.9561388716507
"306517",936370,1,2020,8,NA,4,1,1,53,4,4,2,NA,2,0,2,1,6,1,1,5,3,7,1,NA,0,8,1,1967,NA,7,1,2.5,1,1,2,2,4,NA,65,NA,5,NA,1967,1,"936370_1",8361,"B",-17.692171086141,-8.65393594356349,-8.64103928708304
"306518",936370,2,2020,8,NA,4,2,2,52,4,4,2,NA,1,0,2,1,6,0,0,2,3,7,1,NA,0,8,1,1968,NA,7,0,2.5,1,1,2,2,4,NA,NA,NA,2,NA,1968,2,"936370_2",8362,"B",-20.4736393839459,-10.1869916532932,-10.1539062295249
"306519",936370,3,2020,8,NA,4,3,1,23,1,5,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,1997,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,1997,3,"936370_3",8363,"B",-12.1334462353827,-7.00990299867071,-7.01050162193077
"306520",936370,4,2020,8,NA,4,3,1,17,1,3,NA,NA,3,6,2,1,NA,0,0,7,3,NA,2,NA,0,8,1,2003,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2003,4,"936370_4",8364,"B",0.426633838850204,-3.86654348481169,-3.87826094653235
"306521",936406,1,2020,15,NA,5,1,1,62,4,2,NA,NA,3,4,4,3,NA,1,1,7,4,NA,1,NA,0,15,3,1958,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1958,1,"936406_1",8365,"B",-16.9222141884267,-8.36726222623879,-8.33771865776754
"306522",936406,2,2020,15,NA,5,2,2,58,4,3,NA,NA,3,2,4,3,NA,0,0,7,4,NA,1,NA,0,15,3,1962,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1962,2,"936406_2",8366,"B",5.38486211913255,-0.0212106607399887,-0.0537062058671447
"306523",936411,1,2020,8,NA,2,1,1,53,4,4,2,NA,1,0,2,1,3,1,1,2,1,4,1,NA,0,8,1,1967,NA,4,1,2,1,1,3,3,3,NA,65,NA,2,NA,1967,1,"936411_1",8367,"B",-18.3545153366254,-9.05255382272529,-8.99202047032125
"306524",936411,2,2020,8,NA,2,2,2,51,4,4,2,NA,1,0,2,1,5,0,0,2,1,6,1,NA,0,8,1,1969,NA,6,0,2,1,1,3,3,3,NA,65,NA,2,NA,1969,2,"936411_2",8368,"B",2.30815684762639,-2.67802651857024,-2.67787854588904
"306525",936411,3,2020,8,NA,2,3,1,21,1,4,2,NA,1,0,2,1,3,0,0,1,1,4,2,NA,0,8,1,1999,NA,4,0,2,1,1,3,3,3,NA,NA,NA,1,NA,1999,3,"936411_3",8369,"B",1.34507981237767,-3.32606226601137,-3.30144467896358
"306526",936412,1,2020,8,NA,2,1,1,76,5,4,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,NA,0,8,1,1944,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,5,1944,1,"936412_1",8370,"B",-18.893526601637,-9.32170027354925,-9.30404893259444
"306527",936412,2,2020,8,NA,2,2,2,75,5,4,NA,NA,3,4,2,1,NA,0,0,7,1,NA,1,NA,0,8,1,1945,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,8,1945,2,"936412_2",8371,"B",-0.922094325298374,-4.61693238683185,-4.63866199033952
"306528",936424,1,2020,8,NA,2,1,2,62,4,4,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,NA,0,8,1,1958,NA,NA,0,2.5,1,0,4,1,4,NA,NA,NA,10,2,1958,1,"936424_1",8372,"B",4.22274598175006,-1.04279368744537,-1.06035368643934
"306529",936424,2,2020,8,NA,2,2,1,66,5,4,NA,NA,3,4,2,1,NA,0,0,7,1,NA,1,NA,0,8,1,1954,NA,NA,0,2.5,1,0,4,1,4,NA,NA,NA,10,7,1954,2,"936424_2",8373,"B",5.29139349305913,-0.0829806300557552,-0.10408019977698
"306530",936424,3,2020,8,NA,2,3,1,30,1,5,2,NA,1,0,2,1,4,0,0,2,1,5,2,NA,0,8,1,1990,NA,5,1,2.5,1,1,4,1,4,NA,NA,NA,2,NA,1990,3,"936424_3",8374,"B",0.711485784167288,-3.72674020004114,-3.70592356675744
"306531",936424,4,2020,8,NA,2,3,1,19,1,4,NA,NA,3,6,2,1,NA,0,0,7,1,NA,2,NA,0,8,1,2001,NA,NA,0,2.5,1,0,4,1,4,NA,NA,NA,10,NA,2001,4,"936424_4",8375,"B",-6.05220737816653,-6.13827330271394,-6.14014793476408
"306532",936426,1,2020,8,NA,2,1,2,62,4,4,NA,NA,3,2,2,1,NA,1,0,7,1,NA,1,NA,0,8,1,1958,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,1958,1,"936426_1",8376,"B",-20.3398991165401,-10.1490366835257,-10.111111325832
"306533",936426,2,2020,8,NA,2,2,1,61,4,4,2,NA,2,0,2,1,6,0,1,6,1,8,1,NA,0,8,1,1959,NA,8,1,2.5,1,1,2,2,4,NA,NA,NA,8,NA,1959,2,"936426_2",8377,"B",1.07337166363438,-3.50289285274458,-3.49157172639534
"306534",936426,3,2020,8,NA,2,3,1,28,1,4,2,NA,1,0,2,1,6,0,0,2,1,8,2,NA,0,8,1,1992,NA,8,0,2.5,1,1,2,2,4,NA,NA,NA,2,NA,1992,3,"936426_3",8378,"B",-1.49072779072544,-4.9141507949412,-4.96951661838594
"306535",936426,4,2020,8,NA,2,3,2,22,1,4,NA,NA,3,1,2,1,NA,0,0,7,1,NA,2,NA,0,8,1,1998,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,1998,4,"936426_4",8379,"B",-16.4945098523012,-8.18001388425412,-8.15356059059297
"306536",936427,1,2020,8,NA,2,1,2,35,2,5,2,NA,1,0,2,1,6,1,1,2,1,8,3,NA,0,8,1,1985,NA,9,1,1.9,1,1,1,1,4,NA,70,NA,2,NA,1985,1,"936427_1",8380,"B",3.65693666915709,-1.49243838750719,-1.54271039401691
"306537",936427,2,2020,8,NA,2,3,2,10,1,2,NA,NA,3,6,2,1,NA,0,0,7,1,NA,2,NA,0,8,1,2010,NA,NA,0,1.9,0,0,1,1,4,NA,NA,NA,10,NA,2010,2,"936427_2",8381,"B",-10.7352507853757,-6.75527711355229,-6.76637536457724
"306538",936427,3,2020,8,NA,2,3,2,8,1,1,NA,NA,3,6,2,1,NA,0,0,7,1,NA,2,NA,0,8,1,2012,NA,NA,0,1.9,0,0,1,1,4,NA,NA,NA,10,NA,2012,3,"936427_3",8382,"B",0.482498102113851,-3.84956636587181,-3.84831035479741
"306540",936429,1,2020,8,NA,2,1,1,50,3,3,2,NA,2,0,2,1,5,1,1,5,1,6,1,NA,0,8,1,1970,NA,6,1,2,1,1,2,2,3,NA,67,NA,5,NA,1970,1,"936429_1",8383,"B",-3.69284717141634,-5.72729653300306,-5.69849171267132
"306541",936429,2,2020,8,NA,2,2,2,52,4,5,2,NA,2,0,2,1,2,0,0,5,1,2,1,NA,0,8,1,1968,NA,2,0,2,1,1,2,2,3,NA,NA,NA,5,NA,1968,2,"936429_2",8384,"B",8.81817625397435,2.96944984697443,2.98017659556752
"306542",936429,3,2020,8,NA,2,3,1,16,1,3,NA,NA,3,6,2,1,NA,0,0,7,1,NA,2,NA,0,8,1,2004,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,2004,3,"936429_3",8385,"B",-7.70065256360574,-6.35347471460339,-6.3780154703494
"306543",936436,1,2020,8,NA,2,1,1,37,2,4,2,NA,1,0,2,1,6,1,1,2,1,7,2,NA,0,8,1,1983,NA,7,1,1,1,1,1,1,1,NA,70,NA,2,NA,1983,1,"936436_1",8386,"B",5.19551036202586,-0.157983100472119,-0.182752685462239
