"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","X1","X2","X3"
"119630",256015,2,2016,19,NA,5,2,1,51,4,4,3,NA,3,5,5,3,7,0,1,7,3,9,1,2,10,19,3,1965,10,11,1,3.3,1,0,1,0,6,NA,NA,1,NA,NA,1965,1,"256015_1",612,"A",0.0892070709067585,-0.109208595973096,0.333333332777049
"119633",256015,5,2016,19,NA,5,3,2,19,1,3,3,NA,3,6,5,3,7,0,0,7,3,9,2,5,10,19,3,1997,10,11,0,3.3,0,0,1,0,6,NA,NA,NA,NA,NA,1997,10,"256015_10",615,"A",-0.279370307296154,0.845711642871372,0.333227700770379
"119634",256015,6,2016,19,NA,5,3,2,8,1,1,3,NA,3,6,5,3,7,0,0,7,3,9,2,6,10,19,3,2008,10,11,0,3.3,0,0,1,0,6,NA,NA,NA,NA,NA,2008,11,"256015_11",616,"A",0.411687757295834,-0.200349853191032,0.333333333047897
"119629",256015,1,2016,19,NA,5,1,2,44,3,3,3,NA,3,2,5,3,7,1,0,7,3,9,1,1,10,19,3,1972,10,11,0,3.3,0,0,1,0,6,NA,NA,NA,NA,NA,1972,4,"256015_4",611,"A",-0.144981612524069,-6.56565585933109,0.333333333333233
"119631",256015,3,2016,19,NA,5,3,2,22,1,4,3,NA,3,6,5,3,7,0,0,7,3,9,2,3,10,19,3,1994,10,11,0,3.3,0,0,1,0,6,NA,NA,NA,NA,NA,1994,8,"256015_8",613,"A",0.593757571773078,4.76312778743335,0.332559303701399
"119632",256015,4,2016,19,NA,5,3,1,20,1,4,3,NA,3,6,5,3,7,0,0,7,3,9,2,4,10,19,3,1996,10,11,0,3.3,0,0,1,0,6,NA,NA,NA,NA,NA,1996,9,"256015_9",614,"A",-1.17795402951396,-1.67679401040531,0.332830868730722
"31504",26349,1,2016,7,NA,5,1,2,78,5,2,3,NA,3,4,1,1,7,1,1,7,4,9,4,1,13,7,1,1938,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1938,2,"26349_2",80,"A",-0.261031520379512,-2.83169367656322,0.0119349986455807
"33856",27109,1,2016,19,NA,3,1,2,91,5,1,3,NA,3,4,5,3,7,1,1,7,2,9,4,1,13,19,3,1925,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1925,3,"27109_3",81,"A",-0.0762039897220729,-6.62733888306158,-0.637074577531723
"33912",27114,1,2016,19,NA,3,1,2,78,5,2,3,NA,3,4,5,3,7,1,1,7,2,9,4,1,13,19,3,1938,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1938,2,"27114_2",82,"A",-0.894751253629842,-5.2796991893168,0.184181884854061
"33944",27116,1,2016,19,NA,3,1,2,76,5,3,3,NA,3,4,5,3,7,1,1,7,2,9,4,2,13,19,3,1940,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1940,2,"27116_2",83,"A",0.268282708055334,4.63873470359465,0.316064062314477
"34242",27157,1,2016,19,NA,4,1,1,56,4,4,2,NA,2,0,5,3,3,1,1,6,3,4,1,1,13,19,3,1960,7,4,1,2.5,1,1,2,2,4,NA,65,NA,NA,NA,1960,1,"27157_1",84,"A",-0.826611002850902,2.82698469138052,-0.309722534542549
"34243",27157,2,2016,19,NA,4,2,2,53,4,4,1,NA,1,0,5,3,1,0,0,2,3,1,1,2,13,19,3,1963,2,1,0,2.5,1,1,2,2,4,NA,NA,NA,NA,NA,1963,2,"27157_2",85,"A",-1.06661129281533,1.57468423043382,0.269179448840044
"34244",27157,3,2016,19,NA,4,3,2,26,1,5,3,NA,3,6,5,3,7,0,0,7,3,9,2,3,13,19,3,1990,10,11,0,2.5,0,0,2,2,4,NA,NA,NA,NA,NA,1990,3,"27157_3",86,"A",-1.45726678531444,0.989237372296946,-0.587185983624833
"34245",27157,4,2016,19,NA,4,3,1,20,1,4,3,NA,3,6,5,3,7,0,0,7,3,9,2,4,13,19,3,1996,10,11,0,2.5,0,0,2,2,4,NA,NA,NA,NA,NA,1996,4,"27157_4",87,"A",-1.1904498278313,2.77939125607023,0.332836686552452
"34685",27238,1,2016,12,NA,1,1,1,64,4,3,3,NA,3,4,3,2,7,1,1,7,1,9,1,1,13,12,2,1952,10,11,0,1.5,1,0,2,1,2,NA,NA,1,NA,NA,1952,1,"27238_1",88,"A",0.50877551554127,3.20700132719078,-0.0132666733454438
"34686",27238,2,2016,12,NA,1,2,2,55,4,3,2,NA,1,0,3,2,6,0,0,2,1,7,1,2,13,12,2,1961,2,7,1,1.5,1,1,2,1,2,NA,NA,NA,NA,NA,1961,2,"27238_2",89,"A",0.743017066246383,-1.0293671331094,-0.660537118206257
"35507",27509,1,2016,8,NA,4,1,2,82,5,2,3,NA,3,4,2,1,7,1,1,7,3,9,4,1,13,8,1,1934,10,11,1,1,1,0,1,0,1,NA,NA,1,NA,NA,1934,2,"27509_2",90,"A",1.32459759149729,-0.691983663122054,0.333333094237633
"36273",27730,2,2016,20,NA,3,2,1,77,5,2,3,NA,3,4,5,3,7,0,1,7,2,9,1,2,13,20,3,1939,10,11,1,2.5,1,0,2,1,4,NA,NA,1,NA,NA,1939,1,"27730_1",92,"A",-1.5288240688776,-2.11749789121674,0.332553646714555
"36272",27730,1,2016,20,NA,3,1,2,67,5,3,3,NA,3,2,5,3,7,1,0,7,2,9,1,1,13,20,3,1949,10,11,0,2.5,0,0,2,1,4,NA,NA,NA,NA,NA,1949,2,"27730_2",91,"A",-1.15793664245499,-1.88385963792416,-0.400378066593703
"36274",27730,3,2016,20,NA,3,3,2,44,3,3,3,NA,3,5,5,3,7,0,0,7,2,9,2,3,13,20,3,1972,10,11,0,2.5,0,0,2,1,4,NA,NA,1,NA,NA,1972,3,"27730_3",93,"A",-0.147495134753825,-1.93637111602482,0.333319317313944
"36275",27730,4,2016,20,NA,3,3,1,31,2,4,2,NA,1,0,5,3,6,0,0,2,2,7,2,4,13,20,3,1985,2,7,0,2.5,1,1,2,1,4,NA,NA,NA,NA,NA,1985,5,"27730_5",94,"A",-0.506502888678557,-1.43101614499422,-0.0319090295235461
"36348",27734,2,2016,20,NA,3,2,1,69,5,2,3,NA,3,4,5,3,7,0,1,7,2,9,1,2,13,20,3,1947,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1947,1,"27734_1",96,"A",1.21575324479217,-1.28259044276941,0.303622786986698
"36347",27734,1,2016,20,NA,3,1,2,65,4,3,3,NA,3,2,5,3,7,1,0,7,2,9,1,1,13,20,3,1951,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1951,2,"27734_2",95,"A",-1.32626841163111,-2.50554117446835,0.328026457125905
"36418",27739,1,2016,20,NA,3,1,2,78,5,2,3,NA,3,4,5,3,7,1,1,7,2,9,4,1,13,20,3,1938,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1938,2,"27739_2",97,"A",-0.104042340875079,-4.67516491954073,0.333333333333332
"36507",27742,1,2016,20,NA,3,1,2,84,5,1,3,NA,3,4,5,3,7,1,1,7,2,9,4,1,13,20,3,1932,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1932,2,"27742_2",98,"A",0.196923555481525,1.54390801625369,0.303959431152372
"120903",279054,1,2016,15,NA,3,1,1,81,5,3,3,NA,3,4,4,3,7,1,1,7,3,9,4,1,10,15,3,1935,10,11,1,1,1,0,1,0,1,NA,NA,1,NA,NA,1935,1,"279054_1",617,"A",-0.969820113285421,0.923671634716568,0.333333311989728
"37132",27912,1,2016,13,NA,3,1,1,68,5,4,3,NA,3,4,4,3,7,1,1,7,2,9,1,1,13,13,3,1948,10,11,0,2,1,0,3,1,3,NA,NA,2,NA,NA,1948,1,"27912_1",99,"A",1.10964660393931,0.930977146833764,-0.29642428054151
"37133",27912,2,2016,13,NA,3,2,2,62,4,3,3,NA,3,4,4,3,7,0,0,7,2,9,1,2,13,13,3,1954,10,11,0,2,1,0,3,1,3,NA,NA,1,NA,NA,1954,2,"27912_2",100,"A",-0.83850740883926,1.45118844135979,0.333327733606442
"37134",27912,3,2016,13,NA,3,3,1,31,2,4,2,NA,1,0,4,3,2,0,0,1,2,2,2,3,13,13,3,1985,1,2,1,2,1,1,3,1,3,NA,NA,NA,NA,NA,1985,4,"27912_4",101,"A",-0.474776859930209,-1.6627866705338,-0.309591761238847
"37252",27923,1,2016,13,NA,3,1,1,65,4,4,3,NA,3,4,4,3,7,1,1,7,2,9,1,1,13,13,3,1951,10,11,1,2.5,1,0,1,0,4,NA,NA,2,NA,NA,1951,1,"27923_1",102,"A",0.426569060198147,6.98914448559613,0.333308116370142
"37253",27923,2,2016,13,NA,3,2,2,59,4,3,3,NA,3,2,4,3,7,0,0,7,2,9,1,2,13,12,2,1957,10,11,0,2.5,0,0,1,0,4,NA,NA,NA,NA,NA,1957,2,"27923_2",103,"A",0.568935262864179,-9.09007838816555,-0.17027273918752
"37254",27923,3,2016,13,NA,3,3,1,24,1,4,3,NA,3,6,4,3,7,0,0,7,2,9,2,3,13,13,3,1992,10,11,0,2.5,0,0,1,0,4,NA,NA,NA,NA,NA,1992,6,"27923_6",104,"A",0.691575156078414,3.30422603128598,0.273369001746519
"37255",27923,4,2016,13,NA,3,3,1,16,1,3,3,NA,3,6,4,3,7,0,0,7,2,9,2,4,13,13,3,2000,10,11,0,2.5,0,0,1,0,4,NA,NA,NA,NA,NA,2000,7,"27923_7",105,"A",0.746320406053322,0.994913686249279,0.279279846472857
"37460",27947,1,2016,13,NA,4,1,1,83,5,2,3,NA,3,4,4,3,7,1,1,7,3,9,1,1,13,13,3,1933,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1933,1,"27947_1",106,"A",0.404947870738269,-1.85906431455535,0.333333333333333
"37461",27947,2,2016,13,NA,4,2,2,84,5,2,3,NA,3,4,4,3,7,0,0,7,3,9,1,2,13,13,3,1932,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1932,2,"27947_2",107,"A",0.187948673622055,-1.41282900329268,0.310006474733762
"121060",282083,1,2016,20,NA,4,1,2,76,5,3,3,NA,3,4,5,3,7,1,1,7,3,9,3,1,10,20,3,1940,10,11,1,1,1,0,1,0,1,NA,NA,4,NA,NA,1940,1,"282083_1",618,"A",0.796260115672318,-0.623220709422654,-0.623922065986401
"121106",282089,2,2016,20,NA,4,2,1,66,5,2,3,NA,3,4,5,3,7,0,1,7,3,9,1,2,10,20,3,1950,10,11,1,1.5,1,0,1,0,2,NA,NA,8,NA,NA,1950,1,"282089_1",620,"A",-0.758580486717536,4.55139276329375,0.0501550202445084
"121105",282089,1,2016,20,NA,4,1,2,62,4,2,3,NA,3,2,5,3,7,1,0,7,3,9,1,1,10,20,3,1954,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1954,2,"282089_2",619,"A",1.00420440805241,-0.897741838172058,0.333277334610608
"38856",28362,1,2016,9,NA,4,1,1,88,5,4,3,NA,3,4,3,2,7,1,1,7,3,9,4,1,13,9,2,1928,10,11,1,1,1,0,1,0,1,NA,NA,2,NA,NA,1928,1,"28362_1",108,"A",1.54286277473438,-3.58930270318229,-0.666482358551864
"121252",284086,3,2016,20,NA,3,2,1,82,5,2,3,NA,3,4,5,3,7,0,0,7,2,9,1,2,10,20,3,1934,10,11,0,2,1,0,2,0,3,NA,NA,NA,NA,NA,1934,1,"284086_1",623,"A",0.548025122192806,2.58544500732627,-0.661505663217688
"121250",284086,1,2016,20,NA,3,1,2,73,5,4,3,NA,3,4,5,3,7,1,1,7,2,9,3,1,10,20,3,1943,10,11,1,2,1,0,2,0,3,NA,NA,2,NA,NA,1943,2,"284086_2",621,"A",2.22626119965765,0.388567059328748,-0.497090373622244
"121251",284086,2,2016,20,NA,3,3,1,40,2,3,3,NA,3,5,5,3,7,0,0,7,2,9,2,3,10,20,3,1976,10,11,0,2,0,0,2,0,3,NA,NA,1,NA,NA,1976,3,"284086_3",622,"A",0.18021369899455,-2.22055266789771,0.333333333333333
"39198",28441,1,2016,9,NA,4,1,1,66,5,5,3,NA,3,4,3,2,7,1,1,7,3,9,1,1,13,9,2,1950,10,11,1,1.5,1,0,1,0,2,NA,NA,2,NA,NA,1950,1,"28441_1",109,"A",1.56058621041471,-1.51199665689579,0.333333333244413
"39199",28441,2,2016,9,NA,4,2,2,58,4,4,3,NA,3,2,3,2,7,0,0,7,3,9,1,2,13,9,2,1958,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1958,2,"28441_2",110,"A",-0.760403069353672,-1.58495836466781,-0.665119433380081
"39595",28802,2,2016,1,NA,5,2,1,60,4,4,2,NA,1,0,1,1,6,0,0,3,4,8,1,2,13,1,1,1956,3,8,1,1.5,1,1,2,2,2,NA,67,NA,NA,NA,1956,1,"28802_1",112,"A",0.849625643006773,-0.381049161150774,0.327056338076537
"39594",28802,1,2016,1,NA,5,1,2,56,4,4,2,NA,2,0,1,1,3,1,1,6,4,4,1,1,13,1,1,1960,7,4,0,1.5,1,1,2,2,2,NA,67,NA,NA,NA,1960,2,"28802_2",111,"A",0.261790235894272,7.6898775022325,0.332584840640949
"39778",28859,1,2016,8,NA,4,1,2,86,5,4,3,NA,3,4,2,1,7,1,1,7,3,9,4,1,13,8,1,1930,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1930,2,"28859_2",113,"A",-0.731713086692043,-1.43259384093356,0.239123982616708
"2518",2886,1,2016,13,NA,4,1,1,67,5,4,3,NA,3,4,4,3,7,1,1,7,3,9,1,1,14,13,3,1949,10,11,0,2,1,0,2,0,3,NA,NA,2,NA,NA,1949,1,"2886_1",10,"A",0.545803262247243,-1.49919705059735,-0.50693552995131
"2519",2886,2,2016,13,NA,4,2,2,64,4,5,3,NA,3,4,4,3,7,0,0,7,3,9,1,2,14,13,3,1952,10,11,1,2,1,0,2,0,3,NA,NA,2,NA,NA,1952,2,"2886_2",11,"A",0.376708108730303,9.26441112018375,0.333115644506993
"2520",2886,3,2016,13,NA,4,3,1,39,2,4,3,NA,3,1,4,3,7,0,0,7,3,9,2,3,14,13,3,1977,10,11,0,2,0,0,2,0,3,NA,NA,NA,NA,NA,1977,3,"2886_3",12,"A",-0.798467283943419,-3.99694670403192,-0.400635006139452
"40392",28992,1,2016,20,NA,4,1,1,85,5,5,3,NA,3,4,5,3,7,1,1,7,3,9,1,1,13,20,3,1931,10,11,1,1.5,1,0,1,0,2,NA,NA,4,NA,NA,1931,1,"28992_1",114,"A",0.139691529262061,-3.94962438706922,0.33329859303501
"40393",28992,2,2016,20,NA,4,2,2,75,5,3,3,NA,3,2,5,3,7,0,0,7,3,9,1,2,13,20,3,1941,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1941,2,"28992_2",115,"A",1.45790760419765,0.411827715351001,-0.60154286822059
"40699",29140,1,2016,9,NA,2,1,1,67,5,3,3,NA,3,4,3,2,7,1,1,7,1,9,1,1,13,9,2,1949,10,11,1,1.5,1,0,2,0,2,NA,NA,NA,NA,NA,1949,1,"29140_1",116,"A",-0.0139860605007399,1.51050884238798,-0.666666657391981
"40700",29140,2,2016,9,NA,2,2,2,64,4,3,3,NA,3,4,3,2,7,0,0,7,1,9,1,2,13,9,2,1952,10,11,0,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1952,2,"29140_2",117,"A",1.19558645076654,0.89195357015176,0.32514263172542
"42755",29678,1,2016,19,NA,4,1,1,83,5,3,3,NA,3,4,5,3,7,1,1,7,3,9,1,1,13,19,3,1933,10,11,1,1.5,1,0,1,0,2,NA,NA,2,NA,NA,1933,1,"29678_1",118,"A",0.843727464935173,2.00510208376386,-0.577300529466514
"42756",29678,2,2016,19,NA,4,2,2,79,5,1,3,NA,3,2,5,3,7,0,0,7,3,9,1,2,13,19,3,1937,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1937,2,"29678_2",119,"A",-1.68776774795681,-2.08931658450876,0.253527844472136
"42816",29680,1,2016,19,NA,4,1,1,52,4,3,2,NA,1,0,5,3,3,1,1,1,3,4,1,1,13,19,3,1964,1,4,1,2.5,1,1,3,3,4,NA,65,NA,NA,NA,1964,1,"29680_1",120,"A",0.0686346650142647,-0.0478024442036336,0.332880720356527
"42817",29680,2,2016,19,NA,4,2,2,46,3,2,2,NA,2,0,5,3,3,0,0,6,3,4,1,2,13,19,3,1970,7,4,0,2.5,1,1,3,3,4,NA,NA,NA,NA,NA,1970,2,"29680_2",121,"A",-0.621730684372894,-6.43809192055546,0.333333333197368
"42818",29680,3,2016,19,NA,4,3,1,26,1,4,3,NA,3,6,5,3,7,0,0,7,3,9,2,3,13,19,3,1990,10,11,0,2.5,0,0,3,3,4,NA,NA,NA,NA,NA,1990,3,"29680_3",122,"A",0.918333080275411,2.79495282148191,0.119792211886174
"42819",29680,4,2016,19,NA,4,3,1,22,1,3,2,NA,1,0,5,3,3,0,0,1,3,4,2,4,13,19,3,1994,1,4,0,2.5,1,1,3,3,4,NA,NA,NA,NA,NA,1994,4,"29680_4",123,"A",1.34199299141836,-0.0686395371584333,0.333325204852695
"43140",29737,1,2016,16,NA,5,1,1,65,4,6,2,NA,1,0,4,3,6,1,1,4,3,8,1,1,13,16,3,1951,4,9,1,1.5,1,1,2,2,2,NA,66,NA,NA,NA,1951,1,"29737_1",124,"A",1.86857136231674,3.82271489448872,0.333333107008733
"43141",29737,2,2016,16,NA,5,2,2,63,4,5,3,NA,3,4,4,3,7,0,0,7,3,9,1,2,13,16,3,1953,10,11,0,1.5,1,1,2,2,2,NA,NA,3,NA,NA,1953,2,"29737_2",125,"A",-0.328622964164477,5.28087034975609,0.262163148821712
"43216",29742,1,2016,16,NA,5,1,1,64,4,2,2,NA,1,0,4,3,4,1,1,1,3,5,1,1,13,16,3,1952,1,5,0,2.5,1,1,3,2,4,NA,66,NA,NA,NA,1952,1,"29742_1",126,"A",-2.26036714576375,1.12576973208364,0.332506181850591
"43217",29742,2,2016,16,NA,5,2,2,62,4,2,2,NA,1,0,4,3,6,0,0,2,3,8,1,2,13,16,3,1954,2,9,1,2.5,1,1,3,2,4,NA,NA,NA,NA,NA,1954,2,"29742_2",127,"A",0.56301081138814,0.920480671486136,0.333295375922086
"43218",29742,3,2016,16,NA,5,3,2,41,3,3,3,NA,3,2,4,3,7,0,0,7,3,9,2,3,13,16,3,1975,10,11,0,2.5,1,0,3,2,4,NA,NA,NA,NA,NA,1975,3,"29742_3",128,"A",-1.36285924434916,3.48576801027846,-0.0566832004385766
"43219",29742,4,2016,16,NA,5,3,1,30,1,4,3,NA,3,1,4,3,7,0,0,7,3,9,2,4,13,16,3,1986,10,11,0,2.5,0,0,3,2,4,NA,NA,NA,NA,NA,1986,5,"29742_5",129,"A",0.212342377643302,0.156067470359397,0.333331083133777
"43459",29798,1,2016,11,NA,3,1,1,81,5,2,3,NA,3,4,3,2,7,1,1,7,2,9,1,1,13,11,2,1935,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1935,1,"29798_1",130,"A",0.282905445820185,0.529532437916457,-0.659162684566242
"43460",29798,2,2016,11,NA,3,2,2,80,5,2,3,NA,3,4,3,2,7,0,0,7,2,9,1,2,13,11,2,1936,10,11,0,1.5,1,0,2,0,2,NA,NA,NA,NA,NA,1936,2,"29798_2",131,"A",-1.57494548841196,-1.83423144939504,0.333252003431699
"43644",29823,1,2016,15,NA,4,1,2,56,4,5,3,NA,3,2,4,3,7,1,1,7,3,9,1,1,13,15,3,1960,10,11,0,3.5,1,0,3,2,6,NA,NA,NA,NA,NA,1960,3,"29823_3",132,"A",1.02066670149686,3.59199648972963,-0.666508101398822
"43645",29823,2,2016,15,NA,4,2,1,51,4,5,2,NA,1,0,4,3,6,0,0,2,3,8,1,2,13,15,3,1965,2,9,1,3.5,1,1,3,2,6,NA,70,NA,NA,NA,1965,4,"29823_4",133,"A",-0.0432086354826099,1.19973275111648,0.333274221030384
"43646",29823,3,2016,15,NA,4,3,2,22,1,4,3,NA,3,6,4,3,7,0,0,7,3,9,2,3,13,15,3,1994,10,11,0,3.5,0,0,3,2,6,NA,NA,NA,NA,NA,1994,5,"29823_5",134,"A",-0.173830820570011,1.23508169720687,0.333327050116606
"43647",29823,4,2016,15,NA,4,3,1,21,1,4,2,NA,1,0,4,3,3,0,0,2,3,4,2,4,13,15,3,1995,2,4,0,3.5,1,1,3,2,6,NA,70,NA,NA,NA,1995,6,"29823_6",135,"A",-0.479559770832452,-0.306027707928066,0.113626272031246
"43648",29823,5,2016,15,NA,4,3,2,18,1,3,3,NA,3,6,4,3,7,0,0,7,3,9,2,5,13,15,3,1998,10,11,0,3.5,0,0,3,2,6,NA,NA,NA,NA,NA,1998,7,"29823_7",136,"A",0.89706674249098,2.27966214740296,0.272217037532142
"43649",29823,6,2016,15,NA,4,3,1,15,1,3,3,NA,3,6,4,3,7,0,0,7,3,9,2,6,13,15,3,2001,10,11,0,3.5,0,0,3,2,6,NA,NA,NA,NA,NA,2001,8,"29823_8",137,"A",-0.503932513217759,-0.656052146520384,0.333259645322594
"122764",310002,2,2016,20,NA,3,2,1,78,5,2,3,NA,3,4,5,3,7,0,1,7,2,9,1,2,10,20,3,1938,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1938,1,"310002_1",625,"A",-0.309435773144225,-1.86955485145433,-0.666663693284248
"122763",310002,1,2016,20,NA,3,1,2,70,5,2,3,NA,3,2,5,3,7,1,0,7,2,9,1,1,10,20,3,1946,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1946,2,"310002_2",624,"A",-1.32481761138703,3.65294861360377,0.333333187431445
"122794",310005,1,2016,20,NA,3,1,2,69,5,3,3,NA,3,2,5,3,7,1,1,7,2,9,4,2,10,20,3,1947,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1947,2,"310005_2",626,"A",0.49443165112182,2.36375183259348,-0.666005276324452
"44377",31093,1,2016,1,NA,3,1,1,62,4,3,2,NA,2,0,1,1,3,1,1,6,2,4,2,1,12,1,1,1954,8,4,1,1,1,1,1,1,1,NA,65,NA,NA,NA,1954,1,"31093_1",138,"A",-0.466588404790984,-2.74314872741948,-0.553297519057365
"45172",31220,2,2016,8,NA,3,2,1,81,5,2,3,NA,3,4,2,1,7,0,0,7,2,9,1,2,12,8,1,1935,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1935,1,"31220_1",140,"A",1.21748835284996,-2.78455795711916,-0.666666666666658
"45171",31220,1,2016,8,NA,3,1,2,78,5,2,3,NA,3,4,2,1,7,1,1,7,2,9,1,1,12,8,1,1938,10,11,1,1.5,1,0,2,0,2,NA,NA,9,NA,NA,1938,2,"31220_2",139,"A",1.00391906130791,-0.0122124401511973,0.332859899588923
"45199",31221,1,2016,8,NA,3,1,2,78,5,4,3,NA,3,4,2,1,7,1,1,7,2,9,4,1,12,12,2,1938,10,11,1,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1938,1,"31221_1",141,"A",1.02229337402347,-1.68206152418537,0.314226755710714
"45200",31221,2,2016,8,NA,3,3,2,37,2,3,3,NA,3,4,2,1,7,0,0,7,2,9,2,2,12,8,1,1979,10,11,0,1.5,1,0,2,0,2,NA,NA,NA,NA,NA,1979,2,"31221_2",142,"A",-2.18018206975734,-2.22030003728494,0.12754852403002
"45356",31246,1,2016,1,NA,1,1,1,74,5,2,3,NA,3,4,1,1,7,1,1,7,1,9,1,1,12,1,1,1942,10,11,1,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1942,1,"31246_1",143,"A",-1.89567467171508,-2.07919528502914,-0.666666666584118
"45357",31246,2,2016,1,NA,1,2,2,72,5,3,3,NA,3,4,1,1,7,0,0,7,1,9,1,2,12,1,1,1944,10,11,0,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1944,2,"31246_2",144,"A",-1.25559421019317,2.83307301816113,-0.666520226575334
"47037",31625,1,2016,3,NA,4,1,2,85,5,2,3,NA,3,4,1,1,7,1,1,7,3,9,4,1,12,16,3,1931,10,11,0,1.5,1,0,2,1,2,NA,NA,NA,NA,NA,1931,1,"31625_1",145,"A",0.245440470336993,2.00015332053882,-0.499422286559665
"47038",31625,2,2016,3,NA,4,3,2,59,4,5,2,NA,1,0,1,1,6,0,0,3,3,8,2,2,12,16,3,1957,3,8,1,1.5,1,1,2,1,2,NA,85,NA,NA,NA,1957,2,"31625_2",146,"A",0.593550456186311,2.19272041940356,-0.28219989715012
"47234",31652,1,2016,3,NA,1,1,1,75,5,3,3,NA,3,4,1,1,7,1,1,7,1,9,1,1,12,15,3,1941,10,11,1,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1941,1,"31652_1",147,"A",1.0176369205714,1.40159239919083,-0.636041617339534
"47235",31652,2,2016,3,NA,1,2,2,73,5,5,3,NA,3,4,1,1,7,0,0,7,1,9,1,2,12,3,1,1943,10,11,0,1.5,1,0,2,0,2,NA,NA,3,NA,NA,1943,2,"31652_2",148,"A",-0.27028692413075,2.74319791973419,0.333333330399169
"47365",31665,1,2016,7,NA,4,1,1,79,5,3,3,NA,3,4,1,1,7,1,1,7,3,9,4,1,12,7,1,1937,10,11,1,1,1,0,1,0,1,NA,NA,1,NA,NA,1937,1,"31665_1",149,"A",3.23901235183583,2.71661407860829,0.196017227490734
"47420",31671,1,2016,7,NA,4,1,2,64,4,3,3,NA,3,4,1,1,7,1,1,7,3,9,4,1,12,7,1,1952,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1952,2,"31671_2",150,"A",0.685867364127018,-1.54515806638293,0.333108845802579
"47693",31695,2,2016,3,NA,3,2,1,52,4,3,2,NA,1,0,1,1,2,0,1,1,3,2,1,2,12,3,1,1964,1,2,1,2,1,1,2,2,3,NA,NA,NA,NA,NA,1964,3,"31695_3",152,"A",0.631004404683549,-2.11735251625776,0.315702431112285
"47692",31695,1,2016,3,NA,3,1,2,47,3,3,3,NA,3,2,1,1,7,1,0,7,3,9,1,1,12,13,3,1969,10,11,0,2,0,0,2,2,3,NA,NA,NA,NA,NA,1969,4,"31695_4",151,"A",0.615531944787224,4.18600436853776,-0.365917021503071
"47694",31695,3,2016,3,NA,3,3,1,24,1,4,2,NA,1,0,1,1,2,0,0,1,3,2,2,4,12,3,1,1992,1,2,0,2,1,1,2,2,3,NA,NA,NA,NA,NA,1992,6,"31695_6",153,"A",0.304037759147886,-4.70175198596144,0.333275497345962
"47944",31724,1,2016,7,NA,2,1,1,58,4,4,2,NA,1,0,1,1,2,1,1,2,1,2,1,1,12,7,1,1958,2,2,1,3,1,1,4,2,5,NA,63,NA,NA,NA,1958,1,"31724_1",154,"A",-1.30499021185141,5.06281442273583,0.333330752475826
"47945",31724,2,2016,7,NA,2,2,2,54,4,4,2,NA,1,0,1,1,6,0,0,2,1,8,1,2,12,1,1,1962,2,9,0,3,1,1,4,2,5,NA,67,NA,NA,NA,1962,2,"31724_2",155,"A",-0.890686996696617,0.50181621160161,0.0831401414692219
"47946",31724,3,2016,7,NA,2,3,2,25,1,4,3,NA,3,1,1,1,7,0,0,7,1,9,2,3,12,7,1,1991,10,11,0,3,1,0,4,2,5,NA,NA,NA,NA,NA,1991,3,"31724_3",156,"A",0.304364784602285,-1.73842685114101,0.047212799664796
